Kod stacji,KpBydWarszaw,MpKrakBulwar,MpKrakowWIOSPrad6115,PkJasloWIOSFabr,PkPrzemyslWIOSMick,Pm.a09a,WpPoznPolank,ZpSzczPils02
2008-04-16 22:00:00,17.5,18,16,,20.17,22.1,19.4,5
2008-04-16 23:00:00,12.7,20,18,,12.35,20.9,16.7,19
2008-04-17 00:00:00,17.7,21,19,,11.3,18.4,15.6,13
2008-04-17 01:00:00,14.8,19,19,,9.92,15.2,9.7,8
2008-04-17 02:00:00,11.8,14,13,,18.78,15.7,9.8,5
2008-04-17 03:00:00,10.6,17,12,,23.44,20,10.1,4
2008-04-17 04:00:00,10.9,19,19,,24.43,18.8,9.6,3
2008-04-17 05:00:00,8.7,15,14,,25.37,21.7,7,11
2008-04-17 06:00:00,9.8,14,13,,25.88,33.6,7.2,11
2008-04-17 07:00:00,16,14,13,,26.58,13.3,7.7,36
2008-04-17 08:00:00,12.2,17,14,,25.7,12.6,7.5,30
2008-04-17 09:00:00,15.6,15,14,,22.73,7.4,6,41
2008-04-17 10:00:00,18.9,17,16,,23.26,7.5,7.7,58
2008-04-17 11:00:00,19.9,15,13,,19.5,9.2,15.9,51
2008-04-17 12:00:00,10,9,9,,18.38,12.3,14.9,41
2008-04-17 13:00:00,5.3,12,12,,19.66,8.6,9.8,25
2008-04-17 14:00:00,9.4,13,12,,20.19,12.5,9.7,14
2008-04-17 15:00:00,10,11,8,,15.87,13.1,9.3,23
2008-04-17 16:00:00,10.2,10,9,,16.43,11.6,8.8,20
2008-04-17 17:00:00,12.7,10,10,,22.72,24.8,6.3,17
2008-04-17 18:00:00,22.3,11,11,,35.59,35.7,6.2,11
2008-04-17 19:00:00,32.5,15,15,,31.22,32.3,5.7,13
2008-04-17 20:00:00,31.1,29,32,,32.74,16.2,6.2,25
2008-04-17 21:00:00,30.9,50,73,,67.12,12.3,8.6,17
2008-04-17 22:00:00,25.9,43,47,,68.74,8.5,8.8,10
2008-04-17 23:00:00,12.9,38,36,,44.69,6.5,9.8,9
2008-04-18 00:00:00,12,25,25,,13.03,7.1,9.5,10
2008-04-18 01:00:00,11.2,20,16,,18.33,9.8,8.1,8
2008-04-18 02:00:00,8.1,14,18,,15.15,11.2,7.8,14
2008-04-18 03:00:00,6.8,10,10,,14.03,14.9,6.5,11
2008-04-18 04:00:00,5.5,12,12,,6.64,6.3,6.2,9
2008-04-18 05:00:00,3.3,11,13,,8.28,6.7,4.8,13
2008-04-18 06:00:00,4.9,15,14,,18.63,7.9,6.4,19
2008-04-18 07:00:00,6.8,15,20,,19.63,11.1,14.5,15
2008-04-18 08:00:00,10.6,19,25,,18.19,3.2,13.9,27
2008-04-18 09:00:00,10.1,25,30,,20.46,7.2,10.8,23
2008-04-18 10:00:00,6.1,37,19,,25.38,10.4,10.7,14
2008-04-18 11:00:00,5.2,45,21,,32.16,10.5,9.8,18
2008-04-18 12:00:00,10.1,44,28,,23.64,,10.6,14
2008-04-18 13:00:00,5.7,39,29,,29.14,,14.4,13
2008-04-18 14:00:00,9.6,49,29,,27.91,,13.9,19
2008-04-18 15:00:00,5.1,51,30,,28.47,,11,14
2008-04-18 16:00:00,7.5,35,32,,24.67,,10.4,23
2008-04-18 17:00:00,12.5,30,27,,23.35,,7.4,19
2008-04-18 18:00:00,17.8,32,27,,42.84,,7.8,11
2008-04-18 19:00:00,20.4,28,31,,41.36,,9.8,10
2008-04-18 20:00:00,16.6,35,31,,42.13,,11,16
2008-04-18 21:00:00,8.1,55,39,,49.6,,16.9,22
2008-04-18 22:00:00,9.5,51,39,,40.6,,16.7,23
2008-04-18 23:00:00,7.8,41,30,,59.32,,15.6,30
2008-04-19 00:00:00,15.1,39,31,,67.17,,15.1,26
2008-04-19 01:00:00,14.1,40,34,,68.36,,12.5,33
2008-04-19 02:00:00,15.1,33,30,,53.76,,14,22
2008-04-19 03:00:00,11.4,25,23,,26,,21.6,20
2008-04-19 04:00:00,15.9,21,18,,20.47,,20.8,25
2008-04-19 05:00:00,13.4,24,21,,24.49,,16.9,21
2008-04-19 06:00:00,20.7,30,28,,29.04,,17.7,19
2008-04-19 07:00:00,26,38,30,,13.42,,21.9,19
