Kod stacji,KpBydPlPozna,KpCiechTezni,KpToruKaszow,KpZielBoryTu,LbLubObywate,LdLodzWIOSARubinst,LdLodzZachod,LuZielKrotka,MpKrakBulwar,MzPlocKroJad,MzPlocMiReja,MzRadTochter,MzWarAlNiepo,MzWarWokalna,OpKKozBSmial,OpZdziePiast,PkRzeszWIOSSzop,PmSlupKniazi,PmGdaKacze02,PmGdyWendy10,PmStaGdaLubi,SlDabro1000L,SlRybniBorki,WmElbBazynsk,WmOlsPuszkin,WpPoznDabrow,ZpSzczPils02
2011-10-04 05:00:00,0.24,0.43,0.41,0.425,,,1.62,0,1.9,0.65,0.73,0.14,0.53,0.55,,28,0.21,0.17,0.2,,,2.4,2.8,0.49,0.54,0.5,0.1
2011-10-04 06:00:00,0.61,0.27,0.35,0.435,,,2.23,0,2.8,1.01,0.81,0.12,0.74,0.57,,24,0.22,0.02,0.25,,,2.7,4.4,0.47,0.51,0.6,0.1
2011-10-04 07:00:00,1.26,0.23,0.35,0.465,,,2.63,0,3.2,1.05,1.08,0.16,1.49,0.75,,20,0.32,0.09,0.27,,,2.3,4.9,0.5,0.55,0.8,0.1
2011-10-04 08:00:00,1.19,0.37,0.42,0.49,,,2.96,0,3.4,1.39,1.17,0.41,1.85,0.95,,31,0.41,0.13,0.34,,,3.5,4.8,0.74,0.65,1.1,0.1
2011-10-04 09:00:00,0.73,0.46,0.37,0.47,,,2.27,0,3.1,1.18,1.03,0.32,1.74,0.76,,20,0.34,0.06,0.31,,,2.9,4.3,0.63,0.58,0.7,0.1
2011-10-04 10:00:00,0.71,1.09,0.27,0.44,,,1.97,0,2.8,0.98,0.99,0.53,1.87,0.67,,14,0.29,0.15,0.23,,,2.5,4.3,0.51,0.61,0.5,0.1
2011-10-04 11:00:00,0.81,1.45,0.53,,,,1.7,0,2,0.73,0.84,0.28,1.74,0.6,,9,0.33,0.25,0.2,,,0.9,4.1,0.49,0.71,0.6,0.1
2011-10-04 12:00:00,0.46,1.64,0.49,,,,1.26,0,1.2,0.77,0.97,0.18,1.34,0.45,,2,0.26,0.15,0.2,,4.74,0,1.4,0.29,0.67,0.3,0.1
2011-10-04 13:00:00,0.45,1.33,0.42,,,,1.34,0,1,0.75,0.7,0.23,1.29,0.41,,1,0.22,0.15,0.17,,0.675,0,1.2,0.33,0.6,0.5,0.1
2011-10-04 14:00:00,0.57,0.82,0.45,,,,1.28,0,0.4,0.71,0.65,0.1,1.42,0.42,0,1,0.17,0.23,0.16,,0.585,0,1,0.31,0.41,0,0.1
2011-10-04 15:00:00,0.46,0.68,0.34,0.39,,,1.09,0,0.7,0.57,0.72,0.34,1.79,0.5,0,0,0.15,0.09,0.16,,0.72,0,0.9,0.4,0.39,0,0.1
2011-10-04 16:00:00,0.46,0.62,0.3,0.33,,,1.45,0,1.2,0.72,0.7,0.34,1.58,0.51,0,0,0.17,0.38,0.13,,0.645,0,0.4,0.4,0.35,0.1,0.1
2011-10-04 17:00:00,0.53,1.14,0.42,0.34,,,1.75,0,0.7,0.75,0.87,0.38,1.77,0.57,0,0,0.19,0.02,0.12,,1.005,0.1,0.4,0.49,0.34,0.5,0.8
2011-10-04 18:00:00,1.17,1.93,0.37,0.42,,,2.58,0,1.5,0.59,0.9,0.34,2.56,,0,1,0.31,0.5,0.13,,0.78,1.2,0.7,0.6,0.48,0.6,1
2011-10-04 19:00:00,0.91,2.91,0.37,0.465,,,3.56,0,4.9,1.1,1.13,0.79,2.9,,1,2,0.69,0.14,0.18,,0.63,0.8,2,0.62,0.46,0.6,0.8
2011-10-04 20:00:00,0.58,3.32,0.47,0.47,,,2.76,0,4.3,1.12,1.03,0.54,2.08,1.38,2,9,0.9,0.11,0.23,,0.765,1.2,1.8,0.79,0.46,0.8,0.1
2011-10-04 21:00:00,0.39,2.48,0.56,0.44,,,2.27,0,3.8,1.18,1.17,0.13,1.84,1.01,1,9,0.67,0.08,0.18,,0.48,1.7,0.9,0.89,0.49,0.8,0.1
2011-10-04 22:00:00,0.38,3.01,0.6,0.285,,,2.03,0,3.3,1.17,1.02,0.54,1.64,0.85,1,7,0.53,0.06,0.12,,0.36,1.9,1.7,0.94,0.61,0.6,0.1
2011-10-04 23:00:00,0.15,2.7,0.51,0.23,,,2.18,0,2.1,1.1,0.94,0.13,0.99,0.75,2,5,0.41,0.22,0.11,,0.255,2.1,2.1,0.61,0.63,0.6,0.1
2011-10-05 00:00:00,0.08,1.7,0.43,0.19,,,2,0,1.8,1.12,0.87,0.26,0.72,0.68,2,16,0.42,0.08,0.19,,0.225,2.3,4.1,0.63,0.54,0.1,0.1
2011-10-05 01:00:00,0.1,1.26,0.45,0.13,,,1.52,0,1.9,1.08,0.8,0.1,0.76,0.63,9,21,0.39,0.15,0.11,,0.165,2,5.1,0.37,0.47,0,0.1
2011-10-05 02:00:00,0.01,1,0.36,0.13,,,1.21,0,1.6,0.88,0.73,0.19,0.61,0.58,14,15,,0.07,0.07,,0.195,2,4.8,0.65,0.76,0,0.1
2011-10-05 03:00:00,0,1.08,0.11,0.095,,,1.04,0,1.8,0.65,0.68,0.08,0.59,0.53,13,12,0.36,0.16,0.08,,0.165,1.9,3.8,0.37,0.46,0,0.1
2011-10-05 04:00:00,0,0.71,0.11,0.1,,,1.02,0,1.8,0.73,0.63,0.18,0.5,0.5,9,17,0.34,0.27,0.06,,0.21,1.7,3.8,0.72,0.37,0,0.1
2011-10-05 05:00:00,0.01,1.04,0,0.12,,,1.1,0,1.6,0.59,0.42,0.08,0.55,0.49,3,13,0.28,0.2,0.06,,0.24,1.8,4.2,0.35,0.46,0,0.1
2011-10-05 06:00:00,0.17,0.65,0.13,0.155,,,1.24,0,2.3,0.47,0.65,0.09,0.79,0.54,4,8,0.32,0.11,0.05,,0.285,2.3,4.7,0.15,0.31,0,0.1
2011-10-05 07:00:00,0.31,0.39,0.3,0.13,,,1.34,0,1.9,0.61,0.61,0.08,1.29,0.62,7,11,0.45,0.18,0.06,,0.42,2.4,5.3,0.18,0.27,0,0.1
2011-10-05 08:00:00,0.39,1.06,0.27,0.145,,,1.4,0,2.6,0.73,0.63,0.15,2,0.69,8,8,0.58,0.2,0.05,,0.51,2.5,4,0.33,0.29,0.1,0.1
2011-10-05 09:00:00,0.09,0.51,0.09,0.11,,,1.3,0,2.8,0.29,0.51,0.28,4,0.49,6,6,0.46,0.08,0.07,,0.405,2.1,4.5,0.38,0.37,0,0.1
2011-10-05 10:00:00,0.16,0.26,0.09,0.08,,,1.02,0,1.6,0.15,0.57,0.34,1.02,0.31,2,2,0.38,0.38,0.07,,0.405,1.7,3.8,0.36,0.32,0,0.1
2011-10-05 11:00:00,0.11,0.12,0.07,0.07,,,0.97,0,1.3,0.12,0.45,0.25,0.78,0.35,0,1,0.28,0.08,0.07,,0.36,1.6,1.2,0.22,0.25,0,0.1
2011-10-05 12:00:00,0.33,0.51,0.14,0.135,,,0.97,0,1,,0.3,0.35,0.64,0.24,0,1,0.21,0.13,0.08,,0.345,0.2,0.7,0.27,0.22,0,0.1
2011-10-05 13:00:00,0.31,0.86,0.16,,,,0.82,0,1,,0.36,0.29,0.76,0.18,0,0,0.21,0.12,0.09,,0.465,0,0.5,0.31,0.28,0,0.1
2011-10-05 14:00:00,0.45,0.25,0.44,0.22,,,0.89,0,1,,0.41,0.09,1.01,0.18,0,0,,0.18,0.08,,0.51,0,0.4,0.21,0.17,0,0.1
2011-10-05 15:00:00,0.54,0.05,0.23,0.145,,,1.01,0,1,,0.42,0.11,0.77,0.19,0,0,0.19,0.36,0.08,,0.69,0,0.4,0.1,0.16,0,0.1
2011-10-05 16:00:00,1.8,0.02,0.15,0.14,,,0.93,0,1.3,,0.49,0.12,1.36,0.27,0,0,0.19,0.1,0.09,,0.42,0,0.2,0.32,0.2,0,0.1
2011-10-05 17:00:00,0.67,0.43,0.39,0.175,,,1.34,0,1.2,,0.58,0.13,1.31,0.39,0,0,0.25,0.21,0.13,,0.645,0,0.6,0.47,0.26,0,0.1
2011-10-05 18:00:00,0.55,0.78,0.57,0.235,,,1.84,0,1.5,0.55,0.81,0.18,1.91,,0,2,0.33,0.13,0.25,,0.885,0.6,2.9,0.44,0.36,0.1,0.1
2011-10-05 19:00:00,1.05,1.03,0.57,0.3,,,2.02,0,2.4,0.72,1.27,0.22,3.29,1.08,2,6,0.33,0.08,0.35,,1.35,0.9,4.6,0.5,0.24,0.7,0.1
2011-10-05 20:00:00,1,0.85,0.36,0.415,,,2.13,0,3.6,0.8,1.17,0.16,3.49,1,1,6,0.39,0.64,0.58,,1.095,1.9,3.5,0.53,0.27,0.6,0.1
2011-10-05 21:00:00,0.87,0.89,0.41,0.435,,,2.01,0,2.6,0.81,0.84,0.3,2.88,0.94,1,3,0.6,0.18,0.27,,0.39,3.6,3.9,0.59,0.45,0.5,0.1
2011-10-05 22:00:00,0.39,0.64,0.56,0.375,,,1.65,0,3.4,0.76,0.68,0.37,1.96,0.89,1,2,0.98,0.17,0.38,,0.3,2.2,2.2,0.37,0.41,0.2,0.1
2011-10-05 23:00:00,0.14,0.18,0.32,0.32,,,1.3,0,2.9,0.71,0.65,0.11,1.08,0.85,1,1,0.78,0.2,0.29,,0.3,2.5,1.6,0.46,0.46,,0.1
2011-10-06 00:00:00,0.02,0.23,0.22,0.21,,,0.89,0,4.1,0.54,0.51,,0.92,0.58,0,2,0.75,0.11,0.17,,0.27,2.7,1.1,0.27,0.46,0,0.1
2011-10-06 01:00:00,0.03,0.28,0.16,0.155,,,4.25,0,3.3,0.31,0.54,,0.67,0.5,1,4,0.69,0.11,0.14,,0.225,2.9,1.2,0.23,0.47,,0.1
2011-10-06 02:00:00,0,0.12,0.04,0.17,,,2.61,0,2.8,0.31,0.49,0.07,,0.6,0,4,0.63,0.11,0.13,,0.195,2.7,4.6,0.39,0.41,0,0.1
2011-10-06 03:00:00,0,0.28,0.08,0.18,,,0.96,0,2.3,0.16,0.51,0.12,,0.65,0,4,0.57,0.24,0.12,,0.18,2.4,3.7,0.17,0.8,0,0.1
2011-10-06 04:00:00,0,0.27,0.07,0.185,,,1,0,2.1,0.6,0.61,0.13,0.56,0.55,0,7,0.46,0.2,0.1,,0.15,2.1,3.1,0.24,0.33,0,0.1
2011-10-06 05:00:00,0.1,0.51,0.13,0.155,,,0.86,0,2.1,0.46,0.57,0.1,0.6,0.42,0,8,0.38,0.05,0.09,,0.225,1.6,2.8,0.38,0.32,0,0.1
2011-10-06 06:00:00,0.41,0.46,0.23,0.18,,,1.01,0,2.3,0.52,0.7,0.18,0.83,0.45,0,14,0.31,0.15,0.13,,0.24,0.9,3.7,0.43,0.33,0,0.1
2011-10-06 07:00:00,0.69,0.56,0,0.2,,,1.7,0,2.8,0.73,0.97,0.19,2.08,0.7,1,26,,0.24,0.12,,0.195,1,3.9,0.16,0.33,0,0.1
2011-10-06 08:00:00,0.9,0.12,0.12,0.225,,,1.64,0,4.1,0.64,1.53,0.22,2.99,0.96,1,26,0.45,0.15,0.16,,0.81,0,2.7,0.44,0.42,0,0.1
2011-10-06 09:00:00,0.37,0.45,0.13,0.205,,,1.36,0,2.8,0.63,0.73,0.48,2.58,0.82,0,7,0.45,0.17,0.14,,0.195,0,0.8,0.27,0.42,0,0.3
2011-10-06 10:00:00,0.19,0.38,0.11,0.16,,,1.29,0,1.9,0.62,0.68,0.21,2.02,0.67,0,1,0.36,0.26,0.11,,0.045,0,0.5,0.33,0.37,0,0.1
2011-10-06 11:00:00,0.1,0.13,0.21,0.145,,,1.19,0,0.9,0.32,0.63,0.17,1.57,0.54,0,1,,0.24,0.11,,0.06,0,0.5,0.68,0.43,0,0.1
2011-10-06 12:00:00,0.12,0.26,0.17,0.11,,,0.96,0,0.4,,0.49,0.21,1.4,0.44,0,0,0.11,0.24,0.11,,0.06,0,0.6,0.19,0.41,0,0.1
2011-10-06 13:00:00,0.08,0,0.18,,,,0.72,0,0.4,,0.41,0.24,1.17,0.3,0,0,0.06,0.26,0.09,,0.045,0,0.2,0.17,0.3,0,0.1
2011-10-06 14:00:00,0.1,0,0.11,0.18,,,0.82,0,0.4,,0.39,0.38,1.24,0.38,0,0,,0.24,0.1,,0.18,0,0.2,0.1,0.35,0,0.1
2011-10-06 15:00:00,0.14,0,0.15,0.13,,,1.01,0,0.4,,0.57,0.16,1.24,0.32,0,0,,0.34,0.1,,0.15,0,0.2,0.22,0.3,0,0.1
2011-10-06 16:00:00,0.13,0,0.13,0.16,,,0.89,0,0.4,,0.61,0.35,1.83,0.35,0,0,0.11,0.14,0.11,,0.375,0,0.2,0.3,0.28,0,0.1
2011-10-06 17:00:00,0.25,0,0.11,0.17,,,0.92,0,0.7,,0.51,0.34,2.4,,0,0,0.15,0.11,0.1,,0.15,0,0.3,0.23,0.3,0,0.3
2011-10-06 18:00:00,0.21,0.2,0.4,0.375,,,1.37,0,1.2,,0.65,0.15,2.46,,0,1,,0.03,0.12,,0.09,0,1.2,0.29,0.36,0.1,0.1
2011-10-06 19:00:00,0.25,0.08,0.25,0.445,,,1.88,0,2.8,0.56,1.16,0.83,1.89,0.98,0,1,0.24,0.33,0.15,,0.06,0,1.4,0.37,0.36,0.3,0.1
2011-10-06 20:00:00,0.19,0.07,0.22,0.37,,,2.28,0,4.3,0.72,0.85,0.18,1.87,1.11,0,1,0.25,0.18,0.16,,0.045,0,1.3,0.17,0.43,0,0.1
2011-10-06 21:00:00,0.11,0.17,0.28,0.055,,,1.7,0,3.3,0.33,0.58,0.58,1.71,0.74,0,1,,0.32,0.07,,0.06,0,1.9,0.27,0.46,0,0.1
2011-10-06 22:00:00,0.13,0,0.19,0.105,,,1.39,0,3.4,0.58,0.57,0.31,1.33,0.72,0,1,0.23,0.16,0.07,,0.045,0,2.6,0.25,0.49,0,0.1
2011-10-06 23:00:00,0.03,0,0.11,0.09,,,1.34,0,3.4,0.16,,0.53,1.12,0.74,0,0,0.19,0.39,0.07,,0.21,0,1.1,0.19,0.33,0,0.1
2011-10-07 00:00:00,0,0,0.08,0.075,,,1.24,0,3.6,0.14,,0.09,1.01,0.64,0,0,0.15,0.38,0.06,,0.09,0,1.1,0.5,0.25,0,0.1
2011-10-07 01:00:00,0,0,0.08,0.08,,,0.72,0,2.1,0.47,0.87,0.15,0.7,0.73,0,0,0.13,0.27,0.09,,0.06,0,0.5,0.16,0.33,0,0.1
2011-10-07 02:00:00,0,0,0.04,0.055,,,0.36,0,2,,0.27,0.16,0.69,0.81,1,0,0.11,0.24,0.06,,0.06,0,2.5,0.15,0.28,0,0.1
2011-10-07 03:00:00,0,0,0.08,0.055,,,0.37,0,1.6,,0.21,0.11,0.33,0.33,0,0,0.11,0.28,0.06,,0.09,0,1.3,0.18,0.26,0,0.1
2011-10-07 04:00:00,0,0,0.13,0.12,,,0.38,0,1.8,,0.23,0.16,0.23,0.13,0,0,,0.28,0.05,,0.105,0,0.1,0.24,0.18,0,0.1
2011-10-07 05:00:00,0.07,0,0.09,0.13,,,0.6,0,1.8,,0.23,0.16,0.32,0.13,0,0,0.12,0.11,0.2,,0.03,0,0.4,0.11,0.25,0,0.1
2011-10-07 06:00:00,0.46,0,0.14,0.085,,,0.51,0,3.1,,0.34,0.42,0.3,0.22,0,0,,0.14,0.06,,0.045,0,0.4,0.26,0.29,0,0.1
2011-10-07 07:00:00,0.96,0,0.09,0.11,,,1.04,0,0.4,,0.41,0.39,0.65,0.26,1,0,0.44,0.31,0.1,,0.075,0,0.3,0.49,0.19,0,0.1
2011-10-07 08:00:00,1.44,0.64,0.15,0.125,,,0.92,0,0.7,,0.54,0.3,1.38,0.41,2,0,0.4,0.18,0.13,,0.225,0,0.5,0.37,0.12,0.5,0.1
2011-10-07 09:00:00,0.57,0.08,0.19,0.125,,,1.44,0,1.2,,0.51,0.29,1.52,0.38,1,0,,0.32,0.16,,0.075,0,0.6,0.27,0.21,0.1,0.1
2011-10-07 10:00:00,0.69,0.37,0.16,0.165,,,0.91,0,1,,0.48,0.17,1.41,0.38,1,0,0.31,0.1,0.09,,0.09,0,1.1,0.4,0.23,0,0.1
2011-10-07 11:00:00,0.65,0.24,0.19,0.155,,,0.92,0,1,,0.51,0.11,1.31,0.25,0,1,0.27,0.03,0.12,,0.105,0,0.7,0.42,0.22,0,0.1
2011-10-07 12:00:00,0.52,0.26,0.17,,,,0.78,0,0.9,,0.39,0.68,1.56,0.26,,0,,0.4,0.1,,0.105,0,0.6,0.19,0.17,0,0.1
2011-10-07 13:00:00,0.31,0.22,0.15,0.31,,,0.81,0,0.7,,0.42,0.35,1.5,0.31,,0,0.2,0.13,0.11,,0.045,0,1.1,0.26,0.16,0,0.1
2011-10-07 14:00:00,0.44,0.39,0.25,0.215,,,0.81,0,0.4,,0.7,0.35,1.25,0.32,0,0,0.2,0.15,0.1,,0.06,0,0.8,0.27,0.22,0,0.1
2011-10-07 15:00:00,0.43,0.45,0.16,0.185,,,1.16,0,0.7,,0.72,0.4,1.17,0.39,0,0,,0.19,0.11,,0.06,0,1.6,0.37,0.24,0,0.1
2011-10-07 16:00:00,0.45,0.41,0.37,0.215,,,1.13,0,1.3,,0.61,0.14,1.86,0.31,0,2,0.3,0.02,0.17,,0.135,0.2,1.8,0.35,0.28,0.2,0.1
2011-10-07 17:00:00,1.25,0.43,0.35,0.405,,,1.3,0,2,,0.63,0.24,1.62,,0,4,0.26,0.14,0.39,,0.225,1.1,1.9,0.21,0.24,0.6,0.1
2011-10-07 18:00:00,1.54,0.92,0.43,0.865,,,1.96,0,1.5,0.87,0.87,0.14,1.66,0.63,0,4,,0.18,0.53,,0.135,1.6,2.8,0.16,0.2,1,0.1
2011-10-07 19:00:00,1.54,3.97,1.19,0.435,,,3.02,0,1.2,1.3,4.23,0.69,3.29,1.01,1,7,0.21,0.03,0.81,,0.12,1.8,3.3,0.15,0.33,2,0.3
2011-10-07 20:00:00,1.24,5.63,1.24,0.32,,,5.41,0,1,1.88,2.07,0.44,2.5,1.6,2,6,0.24,0.11,0.92,,0.09,1.7,2.6,0.53,0.37,2.1,0.3
2011-10-07 21:00:00,1.3,3.53,1.29,0.415,,,6.34,0,1,1.83,1.74,0.98,1.97,1.86,2,4,,0.24,0.69,,0.045,1.7,2.4,0.58,0.51,2.2,0.5
2011-10-07 22:00:00,1.74,1.74,1.29,0.59,,,2.47,0,1,0.84,1.2,0.33,1.47,1.75,2,5,0.19,1.35,0.34,,0.06,0.5,2.1,0.38,0.68,1.4,0.3
2011-10-07 23:00:00,1.09,1.12,1.1,0.715,,,2.33,0,0.4,0.99,0.97,,1,1.8,3,4,0.17,6.77,0.32,,0.03,0.9,2.1,0.57,0.48,0.9,0.1
2011-10-08 00:00:00,0.8,0.67,1.02,0.625,,,2.33,0,0.4,0.82,0.8,,0.94,1.39,4,5,,3.33,0.19,,0.03,0,2.9,0.3,0.46,1.1,0.1
2011-10-08 01:00:00,0.74,0.75,0.99,0.365,,,1.63,0,0.4,0.7,0.8,0.24,0.86,0.97,4,4,0.06,0.32,0.18,,0.03,0,2.6,0.37,0.53,1.9,0.1
2011-10-08 02:00:00,0.47,0.5,0.86,0.4,,,1.24,0,0.4,0.77,0.85,0.12,0.73,0.85,3,3,0.06,0.14,0.19,,0.03,0,2.2,0.44,0.55,0.6,0.1
2011-10-08 03:00:00,0.31,0.45,0.97,0.29,,,1.11,0,0.4,0.95,1.08,0.19,0.96,0.92,2,1,,0.14,0.2,,0.03,0,2.2,0.41,0.53,0.1,0.1
2011-10-08 04:00:00,0.22,0.47,0.89,0.35,,,0.87,0,0.4,1.1,1.17,0.31,1.13,1.01,1,1,0.04,0.18,0.16,,,0.6,2,0.33,0.49,0,0.1
2011-10-08 05:00:00,0.17,0.38,0.82,0.37,,,0.99,0,0.4,1.09,1.17,0.27,0.83,1,0,2,0.05,0.32,0.13,,,0.6,3.2,0.46,0.45,0,0.1
2011-10-08 06:00:00,0.32,0.17,0.74,0.315,,,1.14,0,0.4,1.03,1.05,0.77,0.86,0.94,0,2,,0.17,0.15,,,1,4.4,0.26,0.45,0,0.1
2011-10-08 07:00:00,0.55,0.18,0.49,0.21,,,1.19,0,0.9,0.86,0.92,0.8,0.96,0.82,0,1,0.06,,0.24,,,1.2,3.6,0.23,0.59,0,0.1
2011-10-08 08:00:00,0.95,0.14,0.45,0.395,,,1.56,0,1.2,0.87,1.09,0.99,1.26,0.81,0,1,0.07,0.12,0.16,,,0.5,2.7,0.32,0.48,0,0.1
2011-10-08 09:00:00,1.24,0.26,0.47,0.16,,,2.12,0,1.3,0.73,0.94,0.79,1.3,0.74,0,1,0.07,0.16,0.2,,,0,1.7,0.39,0.58,0,0.1
2011-10-08 10:00:00,1.23,0.18,0.24,0.135,,,2.28,0,0.4,0.77,1.59,0.62,1.22,0.55,0,1,,0.36,0.1,,,0,1.3,0.4,0.62,0,0.1
2011-10-08 11:00:00,0.6,0.14,0.26,0.12,,,1.28,0,0.4,0.66,0.63,0.53,1.54,0.51,0,0,0.13,0.14,0.09,,,0,1,0.42,0.51,0,0.1
2011-10-08 12:00:00,0.81,0.08,0.29,,,,1,0,0.4,,0.68,0.51,1.56,0.68,0,0,0.11,0.16,0.09,,,,0.7,0.15,0.51,0,0.1
2011-10-08 13:00:00,0.5,0.12,0.15,0.17,,,0.95,0,0.7,,0.63,0.32,1.79,0.75,0,0,0.11,0.1,0.08,,,,0.6,0.12,0.52,0,0.1
2011-10-08 14:00:00,0.37,0.29,0.19,0.11,,,0.78,0,0.7,,0.57,0.6,1.7,0.52,0,1,,0.06,0.08,,,,1.2,0.37,0.59,0,0.1
2011-10-08 15:00:00,0.32,0.33,0.26,0.13,,,0.91,0,1.4,,0.42,0.46,1.94,0.4,0,0,,0.03,0.08,,,,1.5,0.3,0.47,0.2,0.1
2011-10-08 16:00:00,0.29,0.78,0.67,0.125,,,1.39,0,0.4,,0.54,0.35,1.17,,0,0,,0.06,0.07,,,,1.3,0.12,0.44,0.4,0.1
2011-10-08 17:00:00,0.58,0.29,0.39,0.155,,,1.46,0,0.7,,0.65,0.27,1.62,,0,0,,0.25,0.12,,,,3,0.41,0.29,0.2,0.3
2011-10-08 18:00:00,1.13,0.5,0.29,0.29,,,1.85,0,1.3,0.36,1.49,0.48,1.6,0.84,1,2,0.4,0.11,0.59,,,,2.8,0.44,0.5,0.4,0.1
2011-10-08 19:00:00,1.27,0.97,0.96,0.305,,,2.85,0,2.8,0.83,1.62,0.48,2.17,1.22,0,5,,0.21,0.73,,,,3.9,0.85,0.35,1.4,0.3
2011-10-08 20:00:00,0.98,1.72,1.04,0.285,,,2.99,0,2.6,0.87,1.54,0.5,1.95,1.48,1,5,0.8,0.08,0.35,,,,4.7,0.75,0.67,1.7,0.1
2011-10-08 21:00:00,0.9,1.79,0.82,0.295,,,3.05,0,2.9,1.23,1.7,0.9,1.53,1.49,1,9,,0.13,0.38,,,,3.4,2.52,0.68,2.6,0.1
2011-10-08 22:00:00,0.64,0.85,0.9,0.32,,,2.79,0,2.8,1.25,1.5,,1.42,1.81,1,4,0.87,0.27,0.54,,,,2.5,2.47,0.74,0.8,0.1
2011-10-08 23:00:00,0.31,0.39,0.6,0.305,,,2.4,0,3.3,1.05,1.05,,1.53,1.6,2,2,,0.45,0.26,,,,2.9,0.83,0.59,0.1,0.1
2011-10-09 00:00:00,0.14,0.15,0.4,0.385,,,1.81,0,2.6,0.94,1.13,0.24,1.13,1.52,1,1,0.74,0.41,0.29,,,,2.5,0.58,0.59,0,0.1
2011-10-09 01:00:00,0.15,0.11,0.4,0.415,,,1.51,0,2.6,0.85,1.03,0.26,1.28,1.43,1,1,0.54,0.17,1.22,,,,1.8,0.53,0.67,0,0.1
2011-10-09 02:00:00,0.11,0.1,0.33,0.35,,,1.36,0,2.6,0.89,0.99,0.36,1.2,1.28,1,1,,0.11,0.6,,,,1.4,0.22,0.57,0,
2011-10-09 03:00:00,0.14,0.11,0.23,0.345,,,1.17,0,2.3,0.77,0.94,0.24,0.98,1.3,1,1,0.57,0.23,0.18,,,,1.4,0.34,0.5,0,0.1
2011-10-09 04:00:00,0.09,0.19,0.39,0.24,,,0.93,0,2.1,0.88,0.9,0.24,0.84,1.22,1,1,0.57,0.38,0.51,,,,1.2,0.21,0.61,0,0.1
2011-10-09 05:00:00,0.09,0.18,0.3,0.155,,,0.91,0,2.3,0.89,1.35,0.27,0.87,1.15,1,1,,0.16,0.1,,,,1,0.39,0.52,0,0.1
2011-10-09 06:00:00,0.28,0.19,0.18,0.13,,,1.73,0,2.1,0.66,1.23,0.37,0.89,1.09,1,1,0.59,0.18,0.07,,,,2.4,0.45,0.5,0,0.1
2011-10-09 07:00:00,0.31,0.08,0.3,0.105,,,1.99,0,2.1,0.78,0.87,0.82,1.19,1.06,0,2,0.59,0.29,0.05,,,,3.6,0.45,0.44,0,0.1
2011-10-09 08:00:00,0.6,0.07,0.61,0.075,,,1.22,0,2.3,0.77,0.77,0.67,1.45,1.12,0,2,0.65,0.52,0.07,,,,3,0.34,0.4,0,0.1
2011-10-09 09:00:00,1.13,0.04,0.53,0.115,,,2.59,0,1.9,0.66,0.73,0.2,1.05,1.04,0,1,,0.17,0.1,,,,0.9,0.33,0.43,0,0.1
2011-10-09 10:00:00,1.2,0.04,0.58,0.115,,,1.06,0,1.6,0.65,0.68,0.35,1.25,0.77,0,2,0.56,0.17,0.1,,,,0.5,0.42,0.44,0,0.1
2011-10-09 11:00:00,0.73,0,0.42,,,,1.28,0,1.3,0.46,0.7,0.35,1.21,0.57,1,1,0.52,0.33,0.07,,,,0.6,0.66,0.37,0,0.3
2011-10-09 12:00:00,0.6,0.02,0.45,0.18,,,1.44,0,1,1.17,0.7,0.51,1.4,0.5,0,1,,0.26,0.05,,,,0.7,0.64,0.38,0,0.1
2011-10-09 13:00:00,0.71,0.06,0.42,0.14,,,1.15,0,1.2,0.87,0.77,0.22,1.58,0.55,0,1,0.38,0.18,0.06,,,,1.2,0.3,0.49,0,0.1
2011-10-09 14:00:00,0.49,0.09,0.25,0.04,,,1.1,0,1,,1.09,0.34,1.72,0.54,1,0,0.31,0.32,0.07,,,,0.7,0.33,0.32,0,0.1
2011-10-09 15:00:00,0.58,0,0.4,0.11,,,1.1,0,1.3,,0.92,0.21,1.26,0.46,1,1,,0.24,0.04,,,,0.9,0.41,0.24,0,0.5
2011-10-09 16:00:00,0.69,0.12,0.72,0.105,,,1.21,0,1.3,,0.72,0.73,1.43,,1,3,0.2,0.16,0.08,,,,1.4,0.36,0.36,0.1,0.1
2011-10-09 17:00:00,1.49,0.79,0.84,0.105,,,1.55,0,1.2,0.52,0.99,0.39,1.48,0.75,0,1,0.21,0.11,0.09,,,,1.5,0.27,0.35,1.1,0.1
2011-10-09 18:00:00,4.31,1.57,1.89,0.13,,,2.15,0,1.6,0.83,1.59,1.47,2.2,0.99,2,1,,0.09,0.11,,,,1.7,0.4,0.26,1.1,0.1
2011-10-09 19:00:00,3.5,7.66,2.3,0.14,,,3.25,0,2.3,1.37,1.41,2.89,3.16,1.46,1,1,0.69,0.14,0.21,,,,3.2,0.84,0.4,4.2,0.1
2011-10-09 20:00:00,4.26,7.6,2.47,0.295,,,4.67,0,2.3,2.27,1.74,1.49,3.39,3.29,0,1,0.97,0.25,0.24,,,,2.3,1.02,0.34,5,0.8
2011-10-09 21:00:00,2.95,6.77,2.76,0.415,,,3.09,0,2.8,1.74,1.67,0.93,4.3,3.8,1,1,,0.2,1.87,,,,1.3,1.91,0.64,4.9,1
2011-10-09 22:00:00,3.09,4.19,1.33,1.43,,,2.81,0,2.6,1.19,1.09,,4.2,2.86,0,1,2.21,0.65,2.11,,,,0.7,1.62,0.78,3.1,0.1
