Kod stacji,DsWalbrzWyso,DsWrocWybCon,KpBydPlPozna,LbLublin_Krasn,LdLodzWIOSARubinst,LdLodzZachod,MzPlocKroJad,MzPlockPKN1,MzPlockPKN2,MzPlocMiReja,MzRadTochter,MzWarAlNiepo,MzWarTolstoj,MzWarWokalna,OpKKozBSmial,OpZdziePiast,SlDabro1000L,SlZabSkloCur,WmOlsPuszkin,WpPoznDabrow,ZpSzczPils02
2006-01-09 04:00:00,,,10.86,7.17,2.08,2.68,6.77,3.59,5.93,5.26,,5.49,4.27,10.23,111,21,,17.03,,,
2006-01-09 05:00:00,,,9.28,6.18,2.04,2.49,6.67,3.39,5.99,5.36,,5.12,4.85,9.11,102,12,,11.25,,,
2006-01-09 06:00:00,,,10.93,5.55,1.93,2.5,6.73,4.5,4.82,5.59,,6.77,7.42,11.08,14,18,,15.38,,,
2006-01-09 07:00:00,,,14.33,4.88,2.86,2.83,8.99,2.96,6.05,6.59,,10.31,10.04,11.39,14,24,,21.4,,,
2006-01-09 08:00:00,,,13.18,5.59,3.89,3.81,7.16,2.68,7.55,9.09,,12.35,10.8,11.54,14,23,,21.73,,,
2006-01-09 09:00:00,,,14.56,7.04,5.38,5.09,12.89,4.01,6.89,8.65,,11.22,8.69,11.85,18,24,,14.97,,,
2006-01-09 10:00:00,,,14.83,7.41,6.69,8.06,12.74,5.59,7.65,7.56,,10.92,9.34,11.09,43,17,,9.84,,,
2006-01-09 11:00:00,,,14.84,6.09,1.91,8.11,16.81,6.28,14.43,8.84,,7.77,8.34,11.59,90,21,,7.99,,,
2006-01-09 12:00:00,,,14.91,4.96,3.53,7.71,8.97,,11.62,5.88,,6.66,3.91,7.77,61,24,,6.52,,,
2006-01-09 13:00:00,,,14.32,3.99,4.41,9,6.61,3.61,8.99,4.32,,4.39,2.9,4.86,44,15,,6.42,,,
2006-01-09 14:00:00,,,14.38,5.21,3.92,8.25,8.89,,4.2,4.01,,6.29,3.11,2.24,40,14,,10.68,,,
2006-01-09 15:00:00,,,16.17,5.19,4.09,4.2,6.22,3.62,4.22,3.65,,6.68,2.4,2.72,46,12,,13.42,,,
2006-01-09 16:00:00,,,15.6,5.83,2.97,4.7,4.39,5.23,5.07,4.72,,6.4,2.67,2.5,39,16,,18.9,,,
2006-01-09 17:00:00,,,19.88,8.39,4.54,6.82,5.53,6.43,8.45,5.91,,5.53,2.15,1.93,37,15,,23.52,,,
2006-01-09 18:00:00,,,23.06,13.57,6.76,8.75,7.22,6.74,11.25,9.76,,6.85,1.78,3.03,45,14,,16.04,,,
2006-01-09 19:00:00,,,21.96,17.18,9.5,11.87,7.98,6.01,13.19,6.8,,6.49,2.38,3.34,62,11,,15.58,,,
2006-01-09 20:00:00,,,18.97,17.02,11.17,,8.42,6.56,11.18,10.01,,5.59,2.4,3.41,104,11,,18.45,,,
2006-01-09 21:00:00,,,15.11,15.92,10.04,,8.76,6.77,10.1,,,4.72,2.29,3.42,65,12,,25.77,,,
2006-01-09 22:00:00,,,17.05,15.33,6.14,,7.97,5.32,10.4,,,4.53,1.95,2.85,88,10,,35.71,,,
2006-01-09 23:00:00,,,18.49,15.37,5.04,32.08,7.26,4.7,7.95,5.63,,3.96,1.88,2.42,146,10,,38.2,,,
2006-01-10 00:00:00,,,16.11,16.85,3.58,9.64,6.27,4.2,8.59,5.01,,3.95,2,2.25,153,6,,29.2,,,
2006-01-10 01:00:00,,,13.28,17.81,3.85,7.45,5.31,3.7,4.26,4.43,,3.51,1.84,2.14,207,8,,13.07,,,
2006-01-10 02:00:00,,,11.82,16.37,3.17,5.98,4.49,3.2,3.63,4.16,,3.21,1.92,2.1,175,12,,11.05,,,
2006-01-10 03:00:00,,,10.7,14.59,3.03,4.98,4.43,3.3,3.12,4.08,,2.81,2.28,1.83,105,17,,12.55,,,
2006-01-10 04:00:00,,,9.62,12.53,2.86,4.65,4.13,3.43,5.62,4.02,,2.61,2.77,1.86,135,20,,10.27,,,
2006-01-10 05:00:00,,,8.2,10.59,,4,4.1,2.91,2.2,3.95,,2.48,2.54,1.94,147,14,,13.15,,,
2006-01-10 06:00:00,,,7.94,9.06,,3.73,3.87,2.6,5.78,3.66,,2.42,1.91,2.07,175,31,,13.31,,,
2006-01-10 07:00:00,,,13.22,8.11,3.23,3.97,4.68,2.8,2.67,3.76,,2.75,1.71,2.09,242,23,,17.48,,,
2006-01-10 08:00:00,,,12.82,8.15,4.79,5.1,5.52,2.84,4.09,4.34,,4.69,1.73,2.08,252,22,,11.62,,,
2006-01-10 09:00:00,,,16.05,9.07,7.34,7.43,6.87,3.3,4.64,5.17,,6.47,1.87,2.47,192,39,,0.47,,,
2006-01-10 10:00:00,,,13.44,9.78,9.82,8.45,7.51,4.09,4.18,5.9,,5.62,2.63,2.68,164,36,,1.17,,,
2006-01-10 11:00:00,,,13.24,10.43,12.59,9.09,8.43,4.3,3.86,6.86,,5.83,3.69,2.76,149,26,,0.75,,,
2006-01-10 12:00:00,,,12.6,11.64,10.53,8.39,8.6,5.4,4.17,7.37,,5.27,4.05,2.82,49,28,,0.48,,,
2006-01-10 13:00:00,,,10.76,12.18,6.42,7.46,8.45,7.91,4.26,7.49,,5.24,3.98,2.68,45,23,,0.68,,,
2006-01-10 14:00:00,,,10.42,11.33,5.1,7.58,9.07,,4.89,7.62,,5.54,3.85,3.08,65,21,,0.78,,,
2006-01-10 15:00:00,,,11.09,11.01,7.62,8.26,5.72,5.99,5.69,8.01,,5.65,3.29,3.62,39,21,,1.78,,,
2006-01-10 16:00:00,,,13.45,11.05,13.04,8.94,9.13,5.93,5.36,8.44,,7.05,3.38,3.61,36,14,,6.93,,,
2006-01-10 17:00:00,,,13.84,11.44,7.5,11.56,10.55,6.6,6.57,9.07,,8.25,3.41,4.72,20,12,,14.74,,,
2006-01-10 18:00:00,,,15.24,11.13,6.93,9.91,12.18,7.37,10.25,9.67,,8.5,3.83,4.65,25,14,,20.79,,,
2006-01-10 19:00:00,,,16.51,11.4,8.46,11.38,10.71,7.93,6.47,10.19,,9.24,4.15,4.91,29,15,,18.83,,,
2006-01-10 20:00:00,,,16.88,11.45,8.41,11.52,11.24,8.38,7.05,8.64,,8.37,4.1,5.18,30,14,,17.51,,,
2006-01-10 21:00:00,,,17.27,11.09,7.74,10.67,11.62,8.9,7.38,9.3,,8.05,4.07,4.64,43,17,,16.8,,,
2006-01-10 22:00:00,,,16.62,9.82,6.35,8.64,11.49,9.86,8.14,9.63,,8.15,4.4,4.36,73,17,,17.11,,,
2006-01-10 23:00:00,,,15.6,8.71,6.47,8.89,12.32,10.1,8.3,10.07,,7.06,4.42,4.42,110,16,,16.46,,,
2006-01-11 00:00:00,,,14.81,7.3,7.49,9.43,13.18,10.69,8.43,9.86,,6.93,4.14,4.33,147,14,,14.61,,,
2006-01-11 01:00:00,,,14.35,6.33,6.53,8.72,12.07,10.57,8.76,9.62,,,4.14,4.04,175,20,,17.21,,,
2006-01-11 02:00:00,,,21.29,5.63,6.36,7.22,11.81,10.81,8.96,9.54,,,4.08,4.51,181,20,,23.62,,,
2006-01-11 03:00:00,,,18.07,5.07,4.98,5.9,11.65,10.84,7.88,9.61,,6.01,4.06,3.91,262,20,,20.33,,,
2006-01-11 04:00:00,,,12.86,4.44,5.38,6.24,11.4,10.34,8.13,9.39,,5.57,4.04,3.77,234,18,,15.47,,,
2006-01-11 05:00:00,,,12.49,3.25,5.06,6.51,10.78,10.31,8.01,9.17,,5.34,4.11,3.51,227,16,,17.41,,,
2006-01-11 06:00:00,,,18.19,3.15,5.12,6.45,10.27,9.67,8.12,8.75,,5,3.92,3.5,117,16,,20.3,,,
2006-01-11 07:00:00,,,22.07,2.81,5.94,6.87,10.81,9.85,7.72,8.98,,5.49,3.75,3.5,181,16,,17.38,,,
2006-01-11 08:00:00,,,29.66,2.5,6.44,7.42,11.37,,7.77,9.64,,7.26,3.64,3.31,247,23,,17.03,,,
2006-01-11 09:00:00,,,22.71,2.33,10.13,8.35,10.91,8.77,7.76,9.99,,8.02,3.65,3.28,277,22,,19.38,,,
2006-01-11 10:00:00,,,22.27,2.22,9.69,11.02,11.08,,7.14,10.68,,6.39,3.72,2.67,295,23,,16.83,,,
2006-01-11 11:00:00,,,23.03,2.22,8.95,12.42,11.38,10.05,7.24,10.23,,6.38,3.48,2.11,166,16,,13.98,,,
2006-01-11 12:00:00,,,16.74,2.15,8.03,11.09,8.98,10.32,6.9,10.81,,4.47,3.02,1.54,46,15,,10.85,,,
2006-01-11 13:00:00,,,16.74,2.14,8.25,11.66,10.94,8.99,7.25,9.49,,3.54,2.51,1.33,22,11,,11.84,,,
2006-01-11 14:00:00,,,13.92,2.11,7.52,10.6,10.64,7.87,7.8,8.9,,3.12,1.83,1.14,10,10,,14.32,,,
2006-01-11 15:00:00,,,12.17,2.09,8.01,11.24,10.52,,7.63,8.69,,3.34,1.59,1.02,7,10,,16.32,,,
2006-01-11 16:00:00,,,14,2.03,8.89,12.22,8.82,8.28,6.79,9.03,,3.55,1.33,0.96,7,11,,17.97,,,
2006-01-11 17:00:00,,,20.02,2.02,9.06,11.73,10.92,9.03,6.74,9.18,,3.72,1.25,0.88,7,13,,17.67,,,
2006-01-11 18:00:00,,,17.07,2.01,10.46,11.52,11.78,8.91,7.44,9.52,,4.28,1.2,0.99,14,15,,15.11,,,
2006-01-11 19:00:00,,,13.87,2.19,8.59,,10.4,7.09,6.97,8.81,,4.82,1.03,0.82,30,14,,15.69,,,
2006-01-11 20:00:00,,,15.78,2.51,9.33,,9.53,6.63,6.82,,,4.43,1.05,0.75,19,10,,14.89,,,
2006-01-11 21:00:00,,,14.5,2.79,9.67,,8.27,6.1,5.59,,,3.03,0.97,0.75,17,10,,11.92,,,
2006-01-11 22:00:00,,,10.8,2.98,9.62,18.81,7.53,5.61,5.02,7.61,,2.64,0.97,0.75,31,13,,10.33,,,
2006-01-11 23:00:00,,,9.26,3.51,8.94,13.85,7.72,3.78,4.59,6.95,,2.23,0.88,0.71,27,13,,8.3,,,
2006-01-12 00:00:00,,,8.47,4,8.67,11.45,7.96,5.22,5.13,7.48,,1.68,0.88,0.7,26,19,,10.31,,,
2006-01-12 01:00:00,,,8.12,4.08,7.35,10.63,8.19,6.14,5.26,7.22,,2.04,0.86,0.79,21,15,,14.22,,,
2006-01-12 02:00:00,,,7.26,3.6,6.86,9.44,8.51,5.83,5.52,6.96,,1.93,0.93,1.01,17,9,,15.39,,,
2006-01-12 03:00:00,,,5.84,3.62,6.99,8.98,8.79,4.53,5.97,7.28,,2.09,1.14,1.14,22,8,,8.3,,,
2006-01-12 04:00:00,,,4.71,3.66,,8.98,9.14,5.85,6.22,7.54,,2.26,1.3,1.37,15,9,,7.34,,,
2006-01-12 05:00:00,,,4.16,3.68,,8.81,9.68,7.01,6.62,7.61,,2.81,1.48,1.64,16,14,,8.27,,,
2006-01-12 06:00:00,,,4.43,3.76,7.38,9.1,9.86,8.16,7.18,8.2,,3.2,1.66,1.78,44,5,,12.83,,,
2006-01-12 07:00:00,,,4.47,4.07,7.79,9.42,11.31,8.7,7.23,8.62,,4.33,1.91,2.15,97,4,,13.16,,,
2006-01-12 08:00:00,,,5.8,4.51,7.65,8.76,11.09,8.76,6.81,8.94,,7.76,2.37,2.7,97,5,,15.45,,,
2006-01-12 09:00:00,,,7.34,4.91,8.82,9.62,9.67,11.63,6.36,9.25,,9.69,2.95,3.4,78,6,,13.37,,,
2006-01-12 10:00:00,,,11.21,5.52,6.79,10.27,8.48,10.64,5.15,7.46,,8.04,3.49,4.02,63,10,,14.46,,,
2006-01-12 11:00:00,,,8.37,5.91,7.01,10.22,7.54,10.62,4.18,6.13,,8.46,3.75,4.95,119,9,,15.07,,,
2006-01-12 12:00:00,,,7.34,6.05,7.17,9.65,6.73,7.15,3.76,5.55,,8.89,4.04,4,61,9,,16.32,,,
2006-01-12 13:00:00,,,7.41,6.26,7.23,8.65,7.77,,2.38,4.84,,9.25,4.15,3.96,46,11,,16.05,,,
2006-01-12 14:00:00,,,5.85,6.54,4.95,8.3,3.55,1.82,1.72,4.3,,10.31,4.44,3.97,19,11,,16.89,,,
2006-01-12 15:00:00,,,7.48,6.78,3.95,6.61,2.67,1.4,1.28,2.94,,9.08,4.07,3.77,14,11,,17.51,,,
2006-01-12 16:00:00,,,10.26,7.18,3.42,5.2,2.53,0.94,1.37,2.96,,8.46,3.81,2.93,10,11,,10.53,,,
2006-01-12 17:00:00,,,8.65,7.77,3.45,4.37,2.34,0.57,1.08,2.71,,8.86,3.19,2.24,9,8,,9.65,,,
2006-01-12 18:00:00,,,9.67,8.34,3.1,4.11,2.37,0.83,1.11,2.52,,7.29,2.64,1.72,12,7,,10.89,,,
2006-01-12 19:00:00,,,11.81,8.75,2.57,3.84,2.2,0.24,0.99,2.38,,6.54,1.96,1.45,13,7,,11.98,,,
2006-01-12 20:00:00,,,7.75,9.18,2.42,3.85,2.57,3.58,2.01,2.9,,5.85,1.83,1.13,14,8,,9.14,,,
2006-01-12 21:00:00,,,5.48,9.62,2.27,3.53,2.64,0.27,2.64,2.72,,4.16,1.51,1,18,6,,5.1,,,
2006-01-12 22:00:00,,,3.79,9.32,1.95,2.95,2.13,0.48,1.26,2.25,,2.95,1.07,0.75,16,2,,4.23,,,
2006-01-12 23:00:00,,,3.42,7.7,1.49,2.86,1.67,0.9,1,1.85,,2.22,0.78,0.7,16,2,,4.58,,,
2006-01-13 00:00:00,,,2.57,6.7,1.37,2.69,1.74,0.56,1.19,1.6,,,0.71,0.76,14,2,,4.58,,,
2006-01-13 01:00:00,,,2.46,6.48,1.17,2.1,1.41,0.48,0.93,1.51,,,0.8,0.64,8,1,,5.5,,,
2006-01-13 02:00:00,,,2.39,6.1,1.14,2.02,1.28,0.34,0.82,1.25,,1.2,0.8,0.51,6,1,,4.43,,,
2006-01-13 03:00:00,,,2.06,5.71,1.08,1.8,1.28,0.47,0.99,1.28,,0.96,0.66,0.39,10,1,,5.41,,,
2006-01-13 04:00:00,,,1.92,5.31,1.09,1.69,1.3,0.37,0.75,1.19,,0.88,0.58,0.37,11,2,,6.48,,,
2006-01-13 05:00:00,,,1.34,3.59,1.08,1.79,1.46,0.33,0.91,1.15,,0.91,0.57,0.37,13,2,,5.43,,,
2006-01-13 06:00:00,,,2.34,4.77,1.14,1.66,1.31,0.22,0.78,1.12,,0.95,0.52,0.36,14,1,,5.07,,,
2006-01-13 07:00:00,,,3,4.5,1.21,1.73,1.25,0.42,0.87,1.34,,1.15,0.57,0.36,4,1,,5.04,,,
2006-01-13 08:00:00,,,3.22,4.5,1.4,2.19,1.3,0.7,0.7,1.45,,2.23,0.58,0.31,4,1,,4.92,,,
2006-01-13 09:00:00,,,3.53,,1.3,3.12,1.29,0.5,1.28,1.61,,3.5,0.68,0.48,9,1,,4.54,,,
2006-01-13 10:00:00,,,3.35,,1.62,4.06,1.52,2.88,0.97,1.81,,4.69,0.69,0.52,4,2,,5.55,,,
2006-01-13 11:00:00,,,3.82,,1.66,3.25,1.56,1.19,0.95,2.23,,4.04,0.61,0.48,3,1,,6.22,,,
2006-01-13 12:00:00,,,3.39,,1.87,3.9,1.61,1.28,0.98,1.99,,4.16,0.46,0.54,3,2,,5.78,,,
2006-01-13 13:00:00,,,3.53,,1.92,5.36,1.4,,0.56,1.81,,4.41,0.5,0.48,7,3,,5.72,,,
2006-01-13 14:00:00,,,3.43,,2.01,4.36,1.38,0.22,0.52,1.61,,4.57,0.4,0.56,3,5,,5.94,,,
2006-01-13 15:00:00,,,2.95,,2.85,4.98,1.56,0.39,,1.84,,4.85,0.52,0.54,2,2,,5.87,,,
2006-01-13 16:00:00,,,3.42,,4.75,6.29,1.91,0.22,0.85,2.82,,6.12,0.47,0.58,4,2,,6.83,,,
2006-01-13 17:00:00,,,3.3,,5.37,5.79,2.53,1.63,1.24,3.38,,7.32,0.5,0.6,4,3,,7.35,,,
2006-01-13 18:00:00,,,3.67,,4.5,,3.21,1.13,1.22,3.84,,5.98,0.55,0.77,4,3,11,6.36,,,
2006-01-13 19:00:00,,,3.95,,3.86,,2.64,2.03,1.81,,,5.74,0.48,0.75,4,6,6,6.61,,,
2006-01-13 20:00:00,,,3.6,,3.3,,2.57,1.83,1.45,2.58,,6.02,0.52,0.83,4,7,8,6.97,,,
2006-01-13 21:00:00,,,3.67,,3.58,,2.18,0.38,1.19,2.18,,4.36,0.51,0.76,6,3,7,6.5,,,
2006-01-13 22:00:00,,,3.39,,2.98,8.1,2.24,0.85,1.18,2.36,,3.93,0.54,0.72,5,3,6,6.12,,,
2006-01-13 23:00:00,,,3.21,,2.86,6.67,2.4,0.72,1.33,2.15,,2.9,0.73,0.73,4,3,6,5.69,,,
2006-01-14 00:00:00,,,3.2,,2.68,5.63,2.7,0.63,,2.38,,2.46,0.84,0.76,4,3,7,4.57,,,
2006-01-14 01:00:00,,,3.15,,2.69,4.8,2.47,0.47,,2.17,,2.42,0.88,0.74,4,4,7,4.78,,,
2006-01-14 02:00:00,,,3,,2.41,4.02,1.97,0.38,,2.07,,1.67,0.92,0.74,3,4,8,4.95,,,
2006-01-14 03:00:00,,,2.96,,,3.6,2.14,0.63,,2.15,,1.69,0.82,0.65,3,3,7,4.9,,,
2006-01-14 04:00:00,,,2.84,,,3.11,2.62,1.06,,2.59,,1.88,0.73,0.57,3,3,7,4.76,,,
2006-01-14 05:00:00,,,2.95,,1.59,2.84,2.8,0.75,,2.85,,1.33,0.71,0.56,3,3,5,4.94,,,
2006-01-14 06:00:00,,,2.98,,1.5,2.81,2.38,0.22,,2.59,,1.33,0.68,0.57,3,4,5,4.68,,,
2006-01-14 07:00:00,,,2.88,,1.54,2.84,2.42,0.88,,2.44,,1.33,0.58,0.56,3,4,4,4.89,,,
2006-01-14 08:00:00,,,3.12,,1.82,3.1,2.6,0.96,,2.64,,1.71,0.6,0.9,2,2,3,5.2,,,
2006-01-14 09:00:00,,,3.45,,2.47,3.49,2.72,1.44,,3.08,,2.85,0.56,1.22,3,3,3,5.05,,,
2006-01-14 10:00:00,,,4.17,,3.03,4.37,2.85,0.44,,3.26,,4.09,0.71,1.22,3,4,3,5.46,,,
2006-01-14 11:00:00,,,3.29,,5.4,6.22,3.03,0.39,,3.55,,4.13,1.05,1.02,3,4,3,5.78,,,
2006-01-14 12:00:00,,,5.1,,5.9,6.35,3.37,0.75,,3.36,,3.89,1.21,0.94,3,4,3,5.55,,,
2006-01-14 13:00:00,,,5.24,,6.42,6.22,3.15,1.16,,3.4,,4.45,1.23,1.02,3,5,4,5.34,,,
2006-01-14 14:00:00,,,5.27,,3.73,6.61,3.4,1.37,,3.52,,4.75,1.32,1.05,4,3,4,5.84,,,
2006-01-14 15:00:00,,,5.39,,3.58,6.57,3.53,0.44,,3.46,,4.94,1.29,1.15,4,,5,5.45,,,
2006-01-14 16:00:00,,,5.87,,4.4,6.11,3.29,1.53,,3.46,,5.51,1.31,1.17,6,4,5,5.1,,,
2006-01-14 17:00:00,,,4.66,,4.44,6.71,3.79,0.88,,4.35,,5.14,1.3,1.03,5,3,4,5.22,,,
2006-01-14 18:00:00,,,5.04,,4.04,7.25,4.33,0.87,,4.46,,4.6,1.36,1.03,4,3,5,4.49,,,
2006-01-14 19:00:00,,,4.75,,3.5,6.15,4.13,2.42,,4.51,,3.85,1.42,0.93,6,3,5,4.89,,,
2006-01-14 20:00:00,,,4.48,,3.24,5.55,4.36,2.48,,4.16,,3.57,1.4,0.94,5,3,6,6.21,,,
2006-01-14 21:00:00,,,4.77,,3.93,5.45,4.22,2.32,,4.23,,3.59,1.31,1.02,5,4,7,5.58,,,
2006-01-14 22:00:00,,,4.34,,4.87,5.72,4.31,1.58,,4.1,,3.2,1.19,0.94,4,9,6,3.79,,,
2006-01-14 23:00:00,,,4.47,,3.68,4.89,4.15,0.57,,3.89,,,1.19,1.08,2,2,6,3.85,,,
2006-01-15 00:00:00,,,4.27,,3.39,4.76,4.15,2.14,,4.07,,,1.15,1.13,2,2,7,2.82,,,
2006-01-15 01:00:00,,,3.86,,2.84,4.48,4.32,2.12,,3.99,,2.51,1.1,1.1,2,2,7,2.61,,,
2006-01-15 02:00:00,,,3.66,,2.96,3.81,4.14,2.17,,4.24,,2.45,1.15,1.19,2,1,7,2.55,,,
2006-01-15 03:00:00,,,3.52,,3.21,3.96,3.59,1.24,,3.82,,2.35,1.14,1.42,1,0,5,2.75,,,
2006-01-15 04:00:00,,,3.72,,2.87,3.64,3.51,1.93,,3.64,,2.64,1.23,1.6,1,0,4,2.62,,,
2006-01-15 05:00:00,,,3.86,,2.7,3.26,3.45,1.85,,3.53,,2.83,1.36,1.73,1,0,4,2.27,,,
2006-01-15 06:00:00,,,3.68,,2.85,3.26,3.45,1.58,,3.51,,2.96,1.49,1.78,1,0,3,2.56,,,
2006-01-15 07:00:00,,,3.59,,3.02,3.22,3.41,1,,3.57,,3.03,1.64,1.72,0,0,2,3.34,,,
2006-01-15 08:00:00,,,3.55,,3.14,3.56,3.35,0.59,,3.47,,2.9,1.74,1.53,0,0,3,4,,,
2006-01-15 09:00:00,,,4.08,,4.37,4.49,3.47,1.63,,4.42,,3.33,1.69,1.56,0,0,6,4.13,,,
2006-01-15 10:00:00,,,4.39,,6.14,6.01,3.3,1.64,,4.17,,3.61,1.66,1.62,0,0,8,3.67,,,
2006-01-15 11:00:00,,,5.14,,4.86,6.82,3.92,1.88,,3.58,,3.61,1.69,1.61,0,0,8,4.14,,,
2006-01-15 12:00:00,,,5.86,,3.87,6,4.29,2.07,,4.27,,3.74,1.66,1.42,0,0,9,4.12,,,
2006-01-15 13:00:00,,,5.34,,4.05,5.4,4.52,2.51,,4.48,,4.25,1.6,1.62,0,0,9,3.54,,,
2006-01-15 14:00:00,,,5.32,,4.91,6.47,4.55,1.35,,4.16,,5.17,1.57,1.9,1,0,9,4.02,,,
2006-01-15 15:00:00,,,5.38,,3.87,6.52,4.46,2.34,,4.59,,5.62,1.67,2.03,1,1,9,5.68,,,
2006-01-15 16:00:00,,,6.59,,3.72,5.43,4.93,2.33,,4.94,,4.82,1.99,2.11,1,1,8,7.4,,,
2006-01-15 17:00:00,,,6.17,,3.6,,5.29,3.63,,,,5.25,2.22,2.06,1,0,11,7.13,,,
2006-01-15 18:00:00,,,6.17,,4.14,,5.52,3.29,,,,6.14,2.13,1.84,1,0,12,7.04,,,
2006-01-15 19:00:00,,,6.97,,4.09,,5.93,4.43,,5.83,,4.99,2.03,1.78,1,1,13,7.87,,,
2006-01-15 20:00:00,,,6.14,,3.45,10.06,6.35,3.79,,5.89,,4.85,2.25,1.72,1,0,14,7.52,,,
2006-01-15 21:00:00,,,5.87,,3.95,7.96,6.53,3.78,,5.92,,4.64,2.11,1.72,1,1,13,6.54,,,
2006-01-15 22:00:00,,,4.75,,4.2,8.21,6.43,4.86,,6.01,,4.9,1.96,1.62,1,0,13,5.56,,,
2006-01-15 23:00:00,,,4.06,,7.96,6.93,5.98,2.47,,6.09,,4.24,1.92,1.65,1,1,16,4.79,,,
2006-01-16 00:00:00,,,3.84,,4.34,7.19,5.8,4.44,,5.35,,3.98,1.96,1.66,1,1,15,4.21,,,
2006-01-16 01:00:00,,,3.81,,4.36,6.41,5.85,4.34,,5.36,,3.25,1.97,1.72,1,2,17,4.55,,,
2006-01-16 02:00:00,,,3.96,,,6.33,6.02,4.19,,5.45,,3.05,1.99,1.75,2,2,17,4.47,,,
2006-01-16 03:00:00,,,3.91,,3.47,5.48,6.17,4.17,,5.57,,2.9,1.99,1.63,1,2,16,3.93,,,
2006-01-16 04:00:00,,,3.87,,3.43,4.86,5.99,2.37,,5.43,,2.78,1.92,1.69,1,3,14,4.28,,,
2006-01-16 05:00:00,,,4.02,,3.41,4.89,5.77,4.61,,5.29,,2.66,1.91,1.7,1,2,10,4.86,,,
2006-01-16 06:00:00,,,4.11,,3.6,5.17,5.72,3.02,,5.26,,2.52,1.86,1.7,1,2,13,5.83,,,
2006-01-16 07:00:00,,,4.43,,4.21,5.62,5.84,3.55,,5.34,,2.95,1.86,1.83,1,2,17,7.29,,,
2006-01-16 08:00:00,,,4.93,,5.24,6.76,6.15,3.87,,5.63,,3.31,1.81,1.97,1,1,20,7.67,,,
2006-01-16 09:00:00,,,6.03,,7.42,8.57,6.74,,,6.16,,4.63,1.95,2.11,1,3,13,7.65,,,
2006-01-16 10:00:00,,,5.38,,9.03,10.9,6.79,5.53,,6.56,,4.41,2.24,2.21,1,4,11,7.92,,,
2006-01-16 11:00:00,,,6.06,,8.78,11.56,7.61,5.89,,6.9,,4.08,2.49,2.43,1,2,11,7.52,,,
2006-01-16 12:00:00,,,4.65,,9.06,10.38,7.69,2.82,,6.85,,4.67,2.35,2.45,1,1,12,4.51,,,
2006-01-16 13:00:00,,,7.06,,8.62,9.78,7.64,5.57,,6.77,,4.74,2.58,2.5,1,1,13,4.99,,,
2006-01-16 14:00:00,,,5.75,,8.79,12.06,6.99,5.94,1.03,6.82,,4.38,3.01,2.53,1,0,14,5.62,,,
2006-01-16 15:00:00,,,7.77,,10.09,12.27,7.72,6.08,,6.79,,4.47,2.78,2.66,0,0,13,8.09,,,
2006-01-16 16:00:00,,,7.16,,10.58,12.76,8.02,5.89,,7.27,,4.58,2.43,2.41,1,0,13,9.73,,,
2006-01-16 17:00:00,,,8.12,,9.97,12.91,10.03,6.39,,8.71,,5.16,2.52,2.13,1,0,19,9.07,,,
2006-01-16 18:00:00,,,8.04,,9.43,11.38,8.11,6.93,,7.76,,5.51,2.66,2.14,1,0,21,8.75,,,
2006-01-16 19:00:00,,,8.76,,10.52,12.57,9.64,7.45,,7.71,,5.78,2.76,2.42,1,1,21,9.28,,,
2006-01-16 20:00:00,,,9.31,,8.84,12.05,10.07,8.33,,8.11,,4.56,2.71,2.48,1,0,20,9.43,,,
2006-01-16 21:00:00,,,10.81,,9.27,11.48,10.15,8.56,0.86,8.71,,,2.57,2.31,1,1,23,6.15,,,
2006-01-16 22:00:00,,,12.22,,9.7,10.54,10.1,7.81,1.52,9.01,,,2.46,2.35,1,0,21,4.65,,,
2006-01-16 23:00:00,,,11.75,,8.18,10.76,9.16,7.24,2.54,8.35,,4.26,2.39,2.82,1,0,18,4.04,,,
2006-01-17 00:00:00,,,11.47,,8.17,9.55,7.77,6.49,1.24,7.3,,4.86,2.39,3.12,0,0,16,1.78,,,
2006-01-17 01:00:00,,,11.05,,10.5,8.75,7.12,5.68,2.98,6.27,,4.69,2.69,2.93,0,0,14,1.47,,,
2006-01-17 02:00:00,,,9.79,,7.61,7.84,6.82,4.53,2.59,6.06,,4.21,3.08,2.73,0,0,12,1.41,,,
2006-01-17 03:00:00,,,9.6,,6.77,7.22,5.38,5.74,3.13,6.05,,3.84,3.03,2.35,0,0,11,1.79,,,
2006-01-17 04:00:00,,,8.43,,6.13,6.78,6.73,5.46,1.54,6.02,,3.36,2.92,2.16,0,0,8,2.35,,,
2006-01-17 05:00:00,,,8.43,,4.9,6.27,6.93,5.69,,6.16,,3.26,2.64,2.18,0,0,9,2.8,,,
2006-01-17 06:00:00,,,8.64,,3.63,4.71,7.12,5.68,1.53,6.36,,3.46,2.36,2.42,0,0,10,2.83,,,
2006-01-17 07:00:00,,,9.97,,3.82,4.46,7.53,5.97,0.69,6.74,,4.06,2.36,2.8,0,0,10,3.5,,,
2006-01-17 08:00:00,,,10.97,,4.66,5.74,7.49,6.06,2.51,6.96,,5.22,2.49,2.95,0,0,14,4.37,,,
2006-01-17 09:00:00,,,12.33,,5.93,6.96,6.4,4.57,0.95,6.3,,5.82,2.83,2.32,0,0,17,4.62,,,
2006-01-17 10:00:00,,,11.29,,7.96,7.31,5.51,3.18,0.62,5.6,,6.46,3.13,3.3,0,0,24,2.96,,,
